Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
José Bica,S R,19,88,-8,Portugal,LOSC Lille,10,12,14,14,14,7,8,8,7,7,9,9,1,14,7,8,7,9,8,8,9,15,13,12,14,6,7,9,14,13,8,6,13,11,8,6,9,9,12,14,12,2,2,3,3,3,1,3,4,1,3,2,9,11,5,11,9,11,11,10,1,1,1,1,1,1,1,1,1,12,1,1,15,20,181,0,5,20,10357501,16/06/2003,645,
Olivier van Eldik,D/DM/M C,18,88,-75,Holland,FC Utrecht,3,8,8,2,9,6,8,9,5,14,9,6,12,9,15,14,14,8,9,9,9,9,5,6,8,9,13,12,10,13,9,11,9,10,7,8,17,5,12,5,15,3,2,2,3,3,2,2,3,1,1,1,17,10,4,11,10,10,12,19,1,1,16,1,1,1,18,14,20,1,1,1,1,1,182,0,20,10,9629999,22/03/2004,321,
Jonathan Asp-Jensen,M C,16,88,-8,Denmark,FC Bayern München,13,10,13,9,13,13,5,11,2,8,13,9,9,14,11,8,9,10,8,12,8,14,15,4,11,10,12,12,12,12,11,8,14,11,11,7,14,4,13,6,12,2,3,1,3,3,3,2,2,2,1,1,16,16,4,10,15,16,15,17,1,1,1,1,1,1,15,10,20,10,10,15,10,1,182,72,8,20,29840000,14/01/2006,64,
Liu-Shao Ziyang,GK,18,88,127,China PR,FC Bayern München,5,3,1,1,2,7,5,1,2,2,11,2,1,5,15,8,11,7,10,6,13,16,3,5,3,10,7,6,10,13,7,15,10,10,6,13,12,5,7,11,9,12,6,7,8,13,13,10,13,14,5,5,20,19,1,10,16,18,17,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,0,8,20,399014,11/12/2003,1537,Sportklub Austria Klagenfurt
Arthur1,AM RC,17,87,-85,Brazil,FLU,11,9,12,11,13,11,7,11,4,8,12,6,7,13,11,9,8,13,8,13,12,5,10,10,12,5,12,13,12,14,7,4,9,12,8,7,11,5,5,9,13,3,2,3,3,1,3,2,3,1,3,2,13,12,3,10,10,13,12,14,1,1,1,1,1,1,1,1,15,1,1,20,15,1,165,0,20,6,1544379,24/02/2005,297,
Lucas Bergvall,M/AM C,16,87,-85,Sweden,IF Brommapojkarna,11,8,11,8,13,11,4,6,3,6,13,8,7,14,12,12,8,10,10,13,11,17,12,11,9,7,11,11,12,11,7,11,12,11,9,7,11,12,12,5,14,3,3,2,2,3,3,2,3,4,2,3,19,14,2,15,13,14,15,18,1,1,1,1,1,1,15,1,20,1,1,18,1,1,186,0,8,20,373223,02/02/2006,9,
Ayman Aiki,AM RL,17,87,-75,"France,Burkina Faso",AS Saint-Etienne,8,10,13,8,13,6,8,7,3,3,12,6,5,12,13,8,6,7,7,8,11,17,12,11,11,6,7,8,13,13,7,8,16,13,12,4,11,6,11,9,12,2,1,3,4,1,2,2,1,2,2,1,14,10,5,10,11,10,11,20,1,1,1,1,1,12,1,14,1,14,15,1,20,15,178,0,20,8,8879999,25/06/2005,501,
Mika Godts,AM LC,17,87,-75,Belgium,K Racing Club Genk,8,10,7,7,15,8,8,10,4,4,12,6,8,12,6,12,9,9,9,10,15,6,9,4,12,12,7,8,11,11,10,5,6,12,8,8,15,5,17,9,11,1,1,3,2,1,1,2,1,2,1,2,15,10,1,11,11,10,11,11,1,1,1,1,1,1,1,1,12,1,15,20,12,1,176,0,11,20,15200000,07/06/2005,1249,
Zétény Jánó,M/AM C,17,87,-75,"Austria,Hungary",Fussballclub RB Salzburg,7,7,9,8,10,7,6,11,3,3,14,4,9,12,9,7,7,7,9,11,14,18,11,6,9,5,9,13,14,14,9,7,5,14,10,6,17,13,14,13,9,2,3,3,1,2,2,2,3,1,3,3,8,11,8,9,9,10,13,10,1,1,1,1,1,1,13,1,16,1,1,20,1,1,177,0,8,20,9200000,13/03/2005,854,
Wout Meese,GK,17,87,-75,Belgium,RSC Anderlecht,6,3,2,3,14,7,6,1,2,2,15,3,3,9,6,12,10,10,11,12,10,7,1,6,2,10,8,10,10,12,8,11,11,11,7,8,10,11,11,15,13,11,9,9,5,9,11,12,14,10,5,8,12,13,7,12,9,10,12,19,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,0,8,20,15200000,11/04/2005,58,
Mateo Mendoza,D RC,17,87,-75,Argentina,Club Deportivo Godoy Cruz Antonio Tomba,1,4,1,7,9,2,14,6,2,14,9,7,14,7,15,13,9,6,7,7,10,5,9,10,4,9,7,8,14,14,8,5,15,14,10,8,17,5,13,9,13,1,1,1,1,2,1,3,2,1,2,1,7,12,1,11,8,10,12,18,1,1,20,16,1,11,1,1,1,1,1,1,1,1,175,0,10,20,4960735,21/11/2004,29,
Laurenz Orgler,GK,17,87,-75,Austria,Sportklub Rapid Vienna,3,2,3,1,1,6,4,3,1,2,10,1,1,3,6,5,14,7,8,6,13,5,2,1,3,10,7,6,13,6,7,12,13,12,4,10,9,9,16,14,14,13,12,8,5,13,13,12,11,15,14,8,10,11,5,13,12,9,11,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,72,20,15,6900000,13/10/2004,414,
Ro-Shaun Williams,D C,23,87,135,"England,Grenada",Doncaster Rovers,2,4,8,3,11,2,11,2,7,10,12,5,12,12,9,11,10,9,8,4,11,12,8,8,9,10,13,11,11,11,11,13,11,11,13,11,10,5,10,10,12,1,3,2,1,2,1,2,2,3,4,1,3,13,7,11,11,11,10,13,1,1,20,11,1,1,1,1,1,1,1,1,1,1,188,0,11,20,218051,03/09/1998,2320,
Christ Mukelenge,AM L,17,87,-75,"France,Democratic Republic of Congo",Paris Saint-Germain,9,10,12,9,12,9,11,8,5,6,10,7,6,12,6,8,9,10,9,12,10,4,12,7,6,6,9,10,12,13,9,11,10,12,10,7,10,6,7,4,12,3,1,4,2,4,1,1,2,2,3,2,16,12,7,13,10,13,11,16,1,1,1,1,1,1,1,1,1,1,20,1,1,15,175,0,10,20,11599999,02/07/2005,70,
Guilherme Montóia,D/WB L,18,87,-75,Portugal,SL Benfica,11,11,10,6,12,9,5,6,9,11,13,6,8,13,10,12,10,10,11,13,12,14,14,12,13,11,12,13,12,11,11,9,14,13,10,8,12,6,14,12,10,1,1,3,1,1,1,3,3,2,1,3,10,14,6,12,13,14,15,16,1,20,1,1,18,1,1,1,1,1,1,1,1,1,185,76,20,4,10538000,14/09/2003,2500,
Kayky Almeida,D C,17,87,-75,Brazil,FLU,3,8,10,4,11,1,15,10,7,10,9,4,11,10,12,13,10,8,10,12,8,12,5,10,10,11,8,12,11,12,11,12,11,11,8,11,10,7,4,10,13,4,1,2,2,3,1,2,2,2,4,1,11,10,8,9,13,13,12,18,1,1,20,1,1,1,1,1,1,1,1,1,1,1,186,0,20,8,1544379,01/05/2005,297,
Ahmed Nader Hawash,AM/S RLC,19,87,-75,Egypt,ENPPI Club,6,9,9,9,9,7,10,12,3,6,9,10,6,9,11,8,7,8,9,10,9,18,13,7,9,9,10,11,13,10,11,8,15,13,10,8,13,5,13,4,18,4,1,1,3,1,1,2,2,3,1,2,11,15,8,10,9,12,2,11,1,1,1,1,1,1,1,12,1,12,20,16,20,17,180,74,20,12,1884999,14/03/2003,1514,
Abdullah Radif,S,19,87,-75,Saudi Arabia,Al-Hilal Saudi Football Club,9,10,11,11,15,6,16,11,9,6,11,6,5,10,15,11,15,10,8,11,15,20,10,4,11,8,9,11,11,11,16,8,5,11,6,9,20,7,11,9,8,2,1,4,3,3,1,1,1,2,1,2,14,12,2,12,10,11,13,12,1,1,1,1,1,1,1,1,1,1,1,12,1,20,184,0,3,20,9336578,21/01/2003,13134,Al-Taawoun Football Club
Eric da Silva Moreira,AM/S RL,16,87,-75,Germany,FC St. Pauli,6,10,12,11,11,6,6,7,6,4,10,11,6,12,11,8,8,6,4,10,13,3,15,1,11,6,7,10,13,12,9,9,15,12,8,7,12,6,18,4,10,3,1,2,2,1,3,3,2,3,2,2,8,10,8,12,8,13,12,17,1,1,1,1,1,10,1,12,1,15,15,10,18,20,180,0,8,20,4842000,03/05/2006,64,
Tolgahan Sahin,DM C,17,87,-75,Austria,Fussballclub RB Salzburg,7,7,8,4,14,7,7,9,2,14,14,2,14,14,12,12,7,8,9,11,9,4,5,8,7,12,8,12,14,10,8,4,11,11,7,7,9,8,15,7,10,1,1,2,2,2,3,2,1,2,2,3,9,10,3,11,11,10,13,20,1,1,1,1,1,1,20,1,15,1,1,1,1,1,173,0,20,7,11580000,10/10/2004,749,
Ibon Sánchez,M/AM L,18,87,-75,"Spain,Pays Basque",A. Bilbao,7,12,9,7,12,6,6,7,5,4,13,3,6,13,7,8,8,8,7,8,8,11,14,5,13,5,7,8,13,13,7,8,7,13,8,4,13,5,13,14,9,1,3,2,3,3,2,4,2,2,2,4,7,11,1,11,11,11,12,13,1,1,1,1,1,1,1,19,10,1,20,1,1,1,173,0,20,16,12984000,08/03/2004,377,
Mycael,GK,18,87,-8,Brazil,ATP,4,3,2,2,7,5,1,1,2,1,7,3,1,7,9,11,12,7,9,6,13,5,1,1,1,11,7,6,11,11,7,12,13,10,2,10,10,5,16,14,9,13,8,12,5,10,9,8,11,12,13,10,11,10,7,9,8,10,7,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,0,20,7,1689197,12/03/2004,292,
Dantouma Touré,AM/S RL,18,87,-75,"Guinea,United States",Colorado Rapids,10,9,12,8,10,6,5,6,7,5,9,4,5,12,7,9,5,11,8,8,7,9,12,3,9,4,8,10,16,12,10,6,9,15,7,7,9,7,6,8,8,2,2,1,1,3,3,1,3,3,2,1,9,11,7,7,9,9,10,7,1,1,1,1,1,1,1,10,1,13,16,1,20,16,173,68,20,7,4468906,12/06/2004,1269,
Ahmed Abdullahi,S,18,87,-75,Nigeria,,4,5,9,14,14,7,11,8,3,7,8,11,3,13,5,12,6,13,8,4,8,7,12,11,8,8,6,8,12,7,8,10,13,9,14,11,10,9,15,5,10,1,3,1,1,3,3,2,2,1,1,1,13,11,1,9,13,13,12,15,1,1,1,1,1,1,1,1,1,1,1,1,1,20,184,0,12,20,-1,19/06/2004,,
Riccardo Braschi,S,15,87,-75,Italy,ACF Fiorentina,4,8,13,14,14,7,14,8,1,4,8,7,1,14,6,7,7,9,4,7,14,10,15,5,14,8,7,8,14,11,8,4,12,10,5,6,9,5,6,12,12,1,1,2,3,1,2,2,2,3,2,2,13,13,7,10,11,10,6,18,1,1,1,1,1,1,1,1,1,1,1,1,1,20,174,0,10,20,12549000,24/08/2006,255,
Andy Breuer,M C,16,87,-75,Germany,1. FC Saarbrücken,6,6,7,5,7,6,6,8,6,5,7,3,5,7,11,13,8,8,6,13,13,12,15,9,8,8,7,12,13,13,7,3,14,13,12,6,20,8,11,5,13,3,3,2,3,2,3,4,1,2,2,2,18,9,4,14,13,9,12,11,1,1,1,1,1,1,15,1,20,1,1,15,1,1,172,0,15,20,584000,14/08/2005,64,
Vitaly Shitov,M/AM R,19,87,-75,Russia,Spartak Moscow,9,10,11,6,12,9,5,8,7,6,8,4,6,10,8,9,8,9,9,7,10,15,7,13,10,6,9,8,13,12,10,7,12,12,11,8,13,11,7,6,13,3,2,3,3,2,2,2,2,2,2,3,20,11,3,9,12,10,14,13,1,1,1,1,1,1,1,11,1,16,14,1,20,1,176,70,13,20,13283875,07/05/2003,1387,
Alejo Sarco,S,16,87,-75,Argentina,Club Atlético Vélez Sarsfield,6,7,10,11,10,7,11,10,5,4,8,14,5,11,12,10,9,15,9,10,15,14,12,3,13,8,9,9,12,12,10,9,11,10,10,9,13,8,13,6,8,3,3,1,3,3,3,2,3,3,1,1,16,12,4,12,12,11,9,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,180,76,20,8,7383164,06/01/2006,605,
Fabio Chiarodia,D C,17,87,-75,"Italy,Germany",SV Werder Bremen,6,3,8,7,12,9,11,9,1,10,13,6,16,16,14,11,10,10,11,11,10,8,5,7,9,16,9,11,11,9,10,13,5,8,8,6,19,5,7,5,14,2,1,1,2,1,2,3,3,1,2,2,19,11,8,9,8,13,6,12,1,8,20,1,1,1,12,1,1,1,1,1,1,1,186,0,20,5,7879999,05/06/2005,646,
Maxim Laikin,M/AM C,19,87,-75,Russia,Spartak Moscow,11,6,9,9,11,13,10,11,5,10,11,13,10,11,13,10,11,10,10,9,10,12,13,3,10,10,11,13,10,12,10,10,14,9,12,10,12,5,13,5,10,3,2,2,1,2,1,2,1,1,2,3,9,11,7,11,10,12,10,20,1,1,1,1,1,1,14,1,20,1,1,16,1,1,179,73,8,20,2251729,31/05/2003,1109,Neftekhimik Nizhnekamsk
Tomás Bustos,AM C,17,87,-75,Argentina,Club Atlético Boca Juniors,7,2,9,9,14,7,7,10,7,7,14,8,9,14,9,9,7,12,8,12,14,4,13,10,11,8,8,12,13,11,8,5,14,9,8,2,10,13,11,9,13,1,3,1,1,1,1,2,2,1,3,1,12,11,8,11,11,10,10,16,1,1,1,1,1,1,1,1,15,1,1,20,1,1,168,0,7,20,7297040,18/09/2004,29,
Albert Hilary,AM/S C,16,87,-75,Nigeria,Katsina United F.C.,8,7,10,15,15,8,8,10,4,5,15,6,9,15,13,12,8,12,4,11,13,13,13,8,13,6,14,10,10,8,14,13,17,7,10,7,9,6,11,10,8,2,3,3,2,3,3,1,3,2,4,4,11,11,3,10,11,12,11,14,1,1,1,1,1,1,1,1,1,1,1,20,1,17,184,0,20,10,289200,21/08/2005,64,
Gori,M/AM C,20,87,-75,Spain,Espanyol,7,7,9,9,13,7,4,7,5,8,13,4,9,8,10,10,8,10,7,11,11,7,7,12,10,7,8,10,14,11,8,2,8,12,8,1,9,5,10,13,14,3,3,1,1,1,3,3,3,1,1,2,13,12,8,8,12,11,11,13,1,1,1,1,1,1,1,1,18,1,1,20,1,1,166,0,20,20,6363121,15/02/2002,348,
Bence Dárdai,M/AM RLC,16,87,-8,"Germany,Hungary",Hertha Berlin,12,8,12,9,12,12,7,10,3,6,13,12,6,14,13,8,8,11,8,12,9,15,15,6,12,6,9,9,12,12,10,11,13,12,10,7,11,7,14,6,12,1,2,3,3,3,3,1,3,1,1,1,8,12,5,16,12,12,9,9,1,1,1,1,1,1,1,10,18,10,16,20,15,13,185,0,7,20,15359999,24/01/2006,64,
Tommy Setford,GK,16,87,-8,"England,Holland",AFC Ajax,3,3,2,3,4,7,1,1,2,1,9,3,2,1,11,9,14,5,12,5,12,13,3,1,2,12,3,5,10,15,7,6,16,7,2,5,15,10,20,5,14,7,12,6,5,12,12,12,12,10,5,6,20,10,2,12,10,9,8,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,0,10,20,16769999,13/03/2006,100,
Ebenezer Akinsanmiro,AM/S C,17,87,-75,Nigeria,Remo Stars F.C.,7,7,10,13,11,7,9,9,2,7,13,4,7,13,8,9,3,8,8,10,13,3,12,1,9,8,8,9,14,14,8,4,16,14,7,8,11,13,13,10,10,2,2,2,3,3,2,1,1,2,3,2,7,13,4,9,9,10,12,16,1,1,1,1,1,1,1,1,1,1,1,20,1,16,178,0,10,20,298200,25/11/2004,116,
Turan Çalhanoğlu,AM/S L,18,87,-75,"Germany,Turkey",FC Astoria Walldorf,9,11,11,13,11,6,12,6,5,6,8,6,5,12,11,9,8,8,7,8,13,7,12,2,9,6,3,8,13,13,5,7,11,13,7,6,11,15,7,8,10,1,2,3,3,1,2,2,3,2,3,2,18,11,5,12,11,9,9,13,1,1,1,1,1,1,1,1,1,1,18,1,1,20,178,0,11,20,52696,26/09/2003,825,
Enzo Caumont,DM/M C,18,87,-75,France,Angers SCO,7,7,8,8,14,7,7,12,4,11,14,4,14,12,10,12,8,8,6,12,12,8,6,1,8,13,8,8,11,13,6,12,12,12,8,6,13,14,10,6,11,3,2,1,2,4,1,4,3,1,1,3,9,11,7,12,11,12,11,18,1,1,1,1,1,1,20,1,16,1,1,1,1,1,187,0,8,20,9361599,13/03/2004,645,
Antonio Satriano,S,18,87,-75,Italy,Associazione Sportiva Roma,7,8,9,13,11,9,12,12,6,6,7,10,4,8,14,9,11,15,12,9,10,8,5,12,16,11,12,15,10,9,10,10,15,8,10,14,10,10,6,9,8,2,1,4,1,2,2,1,3,2,4,3,8,12,4,12,12,14,11,16,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,0,8,20,6309000,30/10/2003,1111,
Leny Yoro,D C,16,86,-8,France,LOSC Lille,4,3,7,7,8,2,15,5,1,14,8,1,14,7,8,11,6,8,8,7,14,14,7,6,4,14,7,8,14,11,8,15,15,11,6,5,12,11,2,14,12,1,3,3,3,3,3,2,2,3,3,2,19,11,7,12,9,12,12,16,1,1,20,1,1,1,10,1,1,1,1,1,1,1,190,0,3,20,11850000,13/11/2005,645,
Bastien Meupiyou,D/DM C,16,86,-8,France,FC Nantes,6,8,9,6,11,6,14,10,4,11,10,9,11,10,8,11,10,11,10,10,10,18,9,8,8,11,9,11,11,9,11,14,10,11,11,10,10,5,10,4,10,2,3,2,3,1,3,1,2,3,3,3,11,13,8,8,12,12,11,15,1,13,20,1,1,1,17,1,1,1,1,1,1,1,187,0,20,6,15800000,19/03/2006,645,
Renato Veiga,DM/M C,18,86,-75,"Portugal,Cape Verde Islands",Sporting Clube de Portugal,7,7,7,3,13,7,8,9,1,9,14,6,11,9,9,7,8,7,9,12,14,10,5,9,8,14,8,12,14,14,7,8,12,14,7,6,8,5,7,7,16,1,2,2,3,3,2,2,3,3,1,2,14,10,8,10,12,13,10,12,1,1,14,1,1,1,20,1,17,1,1,1,1,1,186,72,20,7,12090000,29/07/2003,1456,
Chris Popov,AM/S RLC,17,86,-8,"Wales,England,Bulgaria",Leicester City,7,12,11,10,9,12,10,9,6,5,9,1,6,10,9,8,8,9,8,8,7,14,13,9,10,4,7,14,14,12,9,5,12,13,12,7,8,7,8,13,11,1,3,3,2,2,3,3,1,2,3,1,7,12,7,13,8,12,12,13,1,1,1,1,1,1,1,12,1,12,20,15,15,17,184,0,20,10,38857231,26/10/2004,1740,
Martin Smolenski,AM/S RLC,19,86,-75,Bulgaria,CSKA-Sofia,10,10,12,11,12,13,9,11,3,4,11,5,5,12,8,10,7,10,9,11,7,13,15,8,12,6,11,10,11,13,10,8,12,11,7,5,11,11,10,8,14,1,1,4,4,3,1,1,2,3,4,3,20,15,7,11,11,12,9,10,1,1,1,1,1,1,1,14,1,14,18,17,20,17,179,72,11,20,2055999,08/03/2003,219,Pirin Blagoevgrad
Gustavo Sá,M/AM C,17,86,-75,Portugal,Futebol Clube de Famalicão,8,8,11,10,12,8,3,14,2,3,12,12,7,11,15,11,9,12,8,12,11,12,8,6,12,6,9,14,11,11,7,13,12,12,12,12,18,5,16,8,10,3,2,2,3,3,2,1,3,2,1,3,12,11,8,11,13,11,10,14,1,1,1,1,1,1,1,1,18,1,1,20,1,1,186,80,7,20,10400000,11/11/2004,974,
Jorge Meireles,AM/S C,18,86,-8,Portugal,FC Porto,7,9,12,12,13,10,6,8,4,8,13,10,9,12,9,10,11,9,9,13,11,15,13,8,12,10,11,12,12,11,11,6,15,12,11,9,10,10,15,5,13,1,4,3,3,3,2,2,2,3,3,1,7,10,2,13,11,13,11,11,1,1,1,1,1,1,1,1,1,1,1,16,1,20,169,0,5,20,13260000,04/04/2004,1500,
Damián,M C,19,86,-75,Spain,Vigo,4,6,7,5,13,5,6,9,1,9,13,4,13,13,6,11,8,6,3,12,9,15,5,1,6,10,7,12,13,12,7,14,10,12,13,7,9,11,9,5,11,2,1,2,2,1,2,3,3,3,3,1,11,12,7,8,12,12,12,17,1,1,10,1,1,1,15,1,20,1,1,1,1,1,190,0,20,10,6366719,17/03/2003,342,
Benjamin Göschl,GK,16,86,-8,Austria,Sportklub Rapid Vienna,5,2,1,1,4,6,5,2,2,2,13,3,1,6,8,8,15,7,11,1,13,7,1,5,1,8,7,6,10,10,7,12,7,7,1,11,9,6,7,6,7,6,12,4,5,13,13,11,13,12,9,12,9,13,6,11,10,11,11,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,185,69,7,20,8800499,16/11/2005,52,
Kjell Wätjen,M C,16,86,-75,Germany,Borussia Dortmund,4,7,11,8,11,4,11,9,4,10,12,7,12,12,15,7,12,9,8,12,7,17,12,12,12,11,12,12,12,11,10,11,15,13,12,11,11,11,8,5,16,2,2,1,2,1,4,1,3,1,3,2,7,13,4,15,12,14,12,10,1,1,1,12,1,12,15,10,20,10,10,15,10,1,184,72,8,20,10824000,16/02/2006,64,
Yannis Lagha,S RL,18,86,-75,"Algeria,France",Olympique Lyonnais,9,11,14,12,11,5,14,5,7,7,13,11,7,12,7,12,8,11,8,9,13,12,15,9,12,7,7,12,14,14,8,8,13,14,7,1,9,5,13,12,9,1,2,1,2,2,3,3,2,3,3,3,9,14,2,13,10,12,7,16,1,1,1,1,1,1,1,1,1,1,15,1,15,20,169,0,6,20,7208248,21/06/2004,645,
Magnus Bech Riisnæs,M C,17,86,-75,Norway,Vålerenga Fotball,7,8,9,7,11,8,7,8,3,7,12,5,8,10,7,9,7,11,10,13,13,15,8,13,10,8,10,12,12,12,9,12,12,11,11,7,10,6,11,8,10,3,2,3,2,1,4,3,1,3,1,2,11,13,6,12,10,11,10,12,1,8,1,8,9,9,14,11,20,11,10,12,10,1,182,73,10,20,2396338,04/11/2004,186,
Cristian Canales,AM RLC,18,86,-75,"Spain,Pays Basque",Real San Sebastián,7,12,5,7,13,6,6,8,5,6,11,3,7,13,10,6,3,8,7,12,11,8,13,7,9,6,6,10,13,11,7,11,6,12,11,6,13,9,4,6,11,3,2,2,1,1,2,2,1,1,1,1,14,10,6,11,10,12,13,17,1,1,1,1,1,1,1,1,1,12,15,15,20,1,191,0,16,20,6375497,03/03/2004,325,
Jimi Tauriainen,M/AM C,18,86,-75,Finland,Chelsea,10,9,9,10,9,12,5,12,7,6,8,6,8,11,14,11,9,10,10,9,8,4,8,9,8,7,8,10,14,9,10,12,7,14,9,8,8,7,15,11,13,3,3,1,2,4,1,1,2,3,2,1,16,10,3,12,11,12,11,10,1,13,1,1,10,1,15,8,16,8,10,20,10,1,186,69,20,10,8620506,08/03/2004,2900,
Tijn den Boggende,S,16,86,-8,Holland,FC Utrecht,2,6,12,14,12,5,12,6,4,4,11,8,5,12,14,12,7,14,5,3,4,13,13,5,12,5,11,11,9,10,11,13,10,9,6,12,9,10,13,9,13,1,1,3,2,1,3,3,2,2,2,2,18,14,4,16,11,14,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,0,20,10,26400000,08/06/2006,100,
Chaïm El Djebali,M/AM C,18,86,-75,"Tunisia,France,Algeria",Olympique Lyonnais,8,9,14,10,12,8,7,10,4,6,15,12,8,13,11,12,7,12,9,12,13,1,10,10,8,10,14,10,9,13,9,6,10,11,7,6,17,11,3,8,13,4,1,1,2,2,1,1,1,1,2,1,17,11,1,10,11,10,6,16,1,1,1,1,1,1,1,1,20,1,13,17,1,1,166,0,6,20,6162750,07/02/2004,645,
Asen Mitkov,M/AM C,17,86,-75,Bulgaria,Levski Sofia,11,10,13,10,11,12,9,11,8,7,13,10,8,13,8,11,6,11,8,13,10,13,14,11,12,9,12,11,9,11,12,7,12,10,8,5,10,6,13,9,13,2,2,2,3,1,3,3,3,1,2,3,16,11,7,10,13,12,10,17,1,1,1,1,1,1,14,1,19,1,5,20,5,5,182,67,10,20,2919999,17/02/2005,273,
Gabriel Souza,GK,17,86,-75,Brazil,BAH,7,2,2,2,1,9,1,1,3,1,9,2,3,4,10,8,7,8,10,7,13,13,3,9,1,13,8,6,8,14,8,6,13,6,1,5,11,7,10,11,7,6,12,14,5,14,14,13,14,13,10,14,18,12,5,11,9,13,11,11,20,1,1,1,1,1,1,1,1,1,1,1,1,1,182,0,11,20,6999999,03/08/2004,278,
Gonçalo Ribeiro,GK,16,86,-8,Portugal,FC Porto,5,1,3,3,9,8,2,2,1,2,10,3,1,8,9,10,8,9,11,9,7,4,2,3,3,10,8,11,14,18,10,13,15,14,6,8,9,6,16,10,10,11,10,9,8,9,13,10,12,7,9,10,18,12,8,12,9,10,9,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,82,7,20,11550000,15/01/2006,104,
Mathieu Patouillet,GK,18,86,-8,France,Olympique Lyonnais,1,1,3,1,3,3,1,1,3,3,9,3,2,10,5,12,15,7,10,7,14,17,1,1,3,11,8,7,12,6,8,15,10,12,7,7,16,5,4,11,9,11,10,10,6,11,8,12,11,12,8,10,10,11,1,12,12,10,9,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,187,0,20,6,10344750,20/02/2004,645,
Jesús Alcantar,D C,18,86,-75,Mexico,CD Necaxa,5,6,4,7,9,6,12,6,11,11,9,6,10,10,11,12,10,9,9,9,10,11,6,10,7,11,12,11,11,7,12,14,11,13,12,12,8,8,9,8,7,3,3,1,2,1,2,1,1,1,2,2,17,12,5,11,13,11,10,15,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,82,20,8,1572897,30/07/2003,284,Sporting Clube de Portugal
Mario Peregrina,M/AM RC,18,86,-8,Spain,Real Hispalis,10,9,12,10,11,9,8,10,6,7,11,10,8,12,9,10,9,9,9,11,10,12,12,8,11,8,8,11,10,11,11,7,12,10,12,7,9,8,9,8,10,1,1,3,3,2,1,2,3,1,2,2,10,10,4,12,9,11,11,12,1,1,1,1,1,1,1,1,16,20,1,20,1,12,172,0,13,20,11829220,08/02/2004,363,
Kamron Habibullah,AM LC,18,86,-75,"Canada,Uzbekistan,Afghanistan",Vancouver Whitecaps FC,9,7,12,8,10,7,9,8,5,5,9,5,9,10,9,11,6,10,9,9,8,1,12,6,10,9,10,10,12,14,13,4,14,11,8,5,9,5,5,8,14,3,1,3,2,1,3,2,1,3,3,2,13,13,7,10,10,9,13,14,1,1,1,1,1,1,1,12,1,1,20,18,1,1,171,69,14,20,2247775,03/10/2003,1269,Pacific Football Club
Dani Rodríguez1,M/AM RC,16,85,-75,"Spain,Pays Basque",Barcelona,10,9,13,9,12,10,6,11,6,5,12,9,6,14,6,7,12,9,8,11,11,14,16,7,12,6,11,8,12,13,11,2,14,11,9,5,12,10,12,10,12,2,2,3,1,4,3,1,3,2,3,2,12,14,5,8,13,14,13,15,1,1,1,1,1,1,1,12,19,15,14,20,19,12,159,0,20,8,11850000,09/08/2005,1000,
David Martínez1,AM RLC,16,85,-75,Venezuela,Monagas Sport Club,13,8,11,8,11,13,10,12,7,7,8,13,10,12,8,10,8,11,8,11,9,6,10,4,11,9,8,7,13,12,10,8,8,12,10,6,12,5,16,5,12,2,3,2,3,1,1,1,1,3,2,3,9,10,2,13,12,8,11,15,1,1,1,1,1,1,1,10,1,10,18,20,17,13,178,66,20,8,270416,07/02/2006,64,
Fabiano1,AM L,16,85,-8,Brazil,BOT,10,10,12,12,10,11,8,11,9,8,11,7,6,11,10,8,7,11,9,11,8,13,12,5,13,7,11,12,13,12,10,12,12,12,9,10,20,14,12,9,10,3,2,1,2,2,1,3,1,1,2,2,18,11,3,9,9,11,12,17,1,1,1,1,1,1,1,1,1,1,20,1,12,12,184,74,10,20,1206546,15/04/2006,232,
